NM_MUNICIPIO,NR_SECAO,NR_LOCAL_VOTACAO,DS_CARGO_PERGUNTA,NM_PARTIDO,QT_APTOS,NM_VOTAVEL,QT_VOTOS,LOCAL,ENDERECO,BAIRRO,REGIAO
CARAGUATATUBA,105,1147,Vereador,#NULO#,392,Nulo,14,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido dos Trabalhadores,392,CLARISSA DO YOGA,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido da Social Democracia Brasileira,392,CEARA DA ADEGA,6,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido da Social Democracia Brasileira,392,DUDA SILVA,3,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Verde,392,MARCELO PEREIRA,4,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Social Democr�tico,392,VALMIR DA COLONIA,4,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Social Democr�tico,392,PSD,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Podemos,392,PROF DANIEL MAZETTI,4,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Renovador Trabalhista Brasileiro,392,GUINHO DA RO�A,5,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido dos Trabalhadores,392,TOBA,3,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Movimento Democr�tico Brasileiro,392,PROF� ROSANA PASSOS,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Podemos,392,PINDA,6,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Renovador Trabalhista Brasileiro,392,RACHEL SANTOS,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Social Crist�o,392,DINA DO BARRANCO ALTO,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Social Crist�o,392,D� CONSTRUTOR,10,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Social Liberal,392,NEM,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,PROGRESSISTAS,392,CRISTIAN BOTA,3,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Liberal,392,N�IA DA MERCEARIA,2,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Renovador Trabalhista Brasileiro,392,CABO WAGNER,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido da Social Democracia Brasileira,392,CELSO PEREIRA,2,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Movimento Democr�tico Brasileiro,392,AGUINALDO BUTI�,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Renovador Trabalhista Brasileiro,392,PRTB,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Social Crist�o,392,EVANDRO SILVA,8,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,PROGRESSISTAS,392,LUCIANO SIQUEIRA,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Verde,392,CLAUDEMIR DA ADEGA,5,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido da Social Democracia Brasileira,392,ANTONIO CARLOS JUNIOR,3,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Verde,392,MAURILIO MOREIRA,2,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Liberal,392,RILDO BRANCO,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Social Democr�tico,392,TATO AGUILAR,8,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,REPUBLICANOS,392,MARCELO BLACK,3,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Renovador Trabalhista Brasileiro,392,JAMESON CHICK SHOW,2,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Cidadania,392,CLEBER DOS SANTOS,2,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido da Social Democracia Brasileira,392,FELIPE MELO,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido Social Democr�tico,392,MARCOS KINKAS,32,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido da Social Democracia Brasileira,392,GESSE DUARTE,5,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,Partido dos Trabalhadores,392,C�SSIA GON�ALVES,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,105,1147,Vereador,PROGRESSISTAS,392,ROSE DO SOCIAL,1,E E VER BENEDITO PAES SOBRINHO,Av José da Costa Pinheiro Júnior 920,PEREQUE MIRIM,SUL
CARAGUATATUBA,106,1210,Prefeito,Partido Renovador Trabalhista Brasileiro,375,CORONEL STANELIS,30,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Prefeito,Movimento Democr�tico Brasileiro,375,AGUILAR J�NIOR,100,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Prefeito,#NULO#,375,Branco,10,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Prefeito,Partido da Social Democracia Brasileira,375,MATEUS DA SILVA,91,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Prefeito,Rede Sustentabilidade,375,DADINHO FACHINI,6,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Prefeito,Partido dos Trabalhadores,375,JOS� MELLO,5,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Prefeito,Partido Socialismo e Liberdade,375,PROFESSOR ANDERSON GUEIROS,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Prefeito,Solidariedade,375,�LVARO ALENCAR,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Prefeito,#NULO#,375,Nulo,15,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Prefeito,REPUBLICANOS,375,DENNIS GUERRA,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Renovador Trabalhista Brasileiro,375,JAMESON CHICK SHOW,4,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Democr�tico,375,MARCOS KINKAS,3,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido dos Trabalhadores,375,C�SSIA GON�ALVES,3,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,PROGRESSISTAS,375,HASCIBA,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Movimento Democr�tico Brasileiro,375,PROF� DE PAULA,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido dos Trabalhadores,375,SANDRO OLIVEIRA,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido da Social Democracia Brasileira,375,GESSE DUARTE,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Democr�tico,375,TATO AGUILAR,9,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Verde,375,BIGODE,4,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido da Social Democracia Brasileira,375,FERNANDO CUIU,3,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido da Social Democracia Brasileira,375,HERNANI BARSOTI,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,REPUBLICANOS,375,MARCELO BLACK,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Movimento Democr�tico Brasileiro,375,DENO,11,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Podemos,375,INES MENDES,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Crist�o,375,ALINE DO OLARIA,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,REPUBLICANOS,375,RAFAEL SANTOS,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido dos Trabalhadores,375,PAULO AFONSO,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido da Social Democracia Brasileira,375,ANINHA DO BASQUETE,3,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Liberal,375,SAULA SALAMENE,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Rede Sustentabilidade,375,PAULO EBERTON,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Trabalhista Brasileiro,375,SALETE PAES,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Liberal,375,JUAREZ PARDIM JR,3,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Movimento Democr�tico Brasileiro,375,BADUCA FILHO,6,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Trabalhista Brasileiro,375,TELES,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido da Social Democracia Brasileira,375,MANU DA ALIMENTA��O ESCOLAR,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Verde,375,VERA MORAIS,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido da Social Democracia Brasileira,375,JORGE DA AV BANDEIRANTE,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido da Social Democracia Brasileira,375,LUCIANA FADEL,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Rede Sustentabilidade,375,PROF SERGINHO BURIHAN,3,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Democr�tico,375,FELIPE ALVES,3,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Crist�o,375,WILSON GOBETTI,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Democr�tico,375,DRA ADRIANA NAVES,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Trabalhista Brasileiro,375,DAVIZINHOS DOS �NIBUS,4,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Liberal,375,PASTOR CARLOS CUNHA,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido da Social Democracia Brasileira,375,KOGAKE,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Liberal,375,ROBERTINHO DO SILVA,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Verde,375,JAIR SILVA,4,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Crist�o,375,JUNIOR MARCENEIRO,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,PROGRESSISTAS,375,WAND�O ERMELINO,8,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Crist�o,375,VANESSA,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Crist�o,375,NICO CAI�ARA,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Liberal,375,PROF EDINHO,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Verde,375,DUDU DA ACADEMIA,3,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,#NULO#,375,Branco,10,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Podemos,375,ROGERIO ALMEIDA,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Trabalhista Brasileiro,375,PROF EMERSON CANELA,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Democr�tico,375,JOELMA DO BOXE,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,PROGRESSISTAS,375,CAPIT�O HUGO,3,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Democr�tico Trabalhista,375,ROGERIO GHEDIN,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido da Social Democracia Brasileira,375,CRISTIANO SOARES,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Crist�o,375,MARCINHA ASSISTENTE SOCIAL,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Crist�o,375,RODRIGO,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Movimento Democr�tico Brasileiro,375,VILMA TEIXEIRA,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido da Social Democracia Brasileira,375,IVY MALERBA,9,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Democr�tico Trabalhista,375,PROF ISAIAS FERREIRA,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Democr�tico Trabalhista,375,JO�O CAMARGO,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Trabalhista Brasileiro,375,MAR�AL DEFICIENTE,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Trabalhista Brasileiro,375,AURIMAR,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Liberal,375,PL,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Movimento Democr�tico Brasileiro,375,LEO MACEDO,3,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Liberal,375,PEREIRA DO PRODUTO,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Rede Sustentabilidade,375,ALEXANDRA FACHINI,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Democr�tico Trabalhista,375,VINI MARINHEIRO,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Democr�tico,375,CARLINHOS DA FARMACIA,8,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido da Social Democracia Brasileira,375,DUDA SILVA,4,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Democr�tico Trabalhista,375,JONI MUNIZ,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Rede Sustentabilidade,375,CL�VIS GAR�OM,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Crist�o,375,JEAN SOUSA,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Verde,375,RUB�O,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Liberal,375,ALBERTO NA MANHA,4,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Trabalhista Brasileiro,375,Z� LUIZ,4,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Podemos,375,MICHEL HENRIQUE,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Podemos,375,PINDA,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Crist�o,375,OTONIEL TONY,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,REPUBLICANOS,375,FLAVIA MACHADO,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Verde,375,ROSANGELA GENTIL,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Movimento Democr�tico Brasileiro,375,AGUINALDO BUTI�,4,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,PROGRESSISTAS,375,CRISTIAN BOTA,22,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Renovador Trabalhista Brasileiro,375,RACHEL SANTOS,3,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Liberal,375,NEM,4,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Liberal,375,N�IA DA MERCEARIA,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido da Social Democracia Brasileira,375,ANTONIO CARLOS JUNIOR,4,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido dos Trabalhadores,375,CLARISSA DO YOGA,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido Social Liberal,375,DR CHARLES RIBEIRO,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Podemos,375,JORGINHO,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,Partido dos Trabalhadores,375,ROG�RIO GROSSI,1,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
CARAGUATATUBA,106,1210,Vereador,REPUBLICANOS,375,JANAINA GUERRA,2,EMEF PROF LUIZ RIBEIRO MUNIZ,Rua Analandia 355,MARTIM DE SÁ,CENTRO
